id,time,Location,Unit,Sub Unit,reporting_category,reporting_category_2,Class,Stage,Stone Family,book_value,stock_value,Devaluation
142,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,120.86,120.860038,-3.80E-05
143,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging,Zosite ,46239.55,43444.73727,2794.812729
144,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,1740.55,987.5152492,753.0347508
145,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,231.73,231.730125,-0.000125
146,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging,Zosite ,30356.81,27594.04613,2762.76387
147,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,54676.08,54623.7981,52.28189592
148,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,58250.8,50148.94588,8101.854117
149,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,68.59,68.590008,-8.00E-06
150,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging Changing,Zosite ,933.98,933.979608,0.000392
151,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging,Zosite ,39167.42,39167.41592,0.004083
152,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,7656.48,7656.4818,-0.0018
153,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,1454.86,1454.859954,4.60E-05
154,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,103.36,85.71764315,17.64235685
155,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging,Zosite ,17832.24,17832.23605,0.003947
156,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging Changing,Zosite ,183.43,183.427967,0.002033
157,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Sample Stone Store,Zosite ,257.51,257.508867,0.001133
158,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging,Zosite ,1141.57,1141.565336,0.004664
159,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,31756.01,31756.01436,-0.00436
160,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging Changing,Zosite ,1118.8,1118.80116,-0.00116
161,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,13858.6,13858.6,0
162,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Sample Stone Store,Zosite ,581.87,552.3764853,29.49351468
163,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,2373.53,2373.530004,-4.00E-06
164,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,53560.8,45184.05461,8376.745386
165,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Sample Stone Store,Zosite ,1021.15,1021.1509,-0.0009
166,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,919.17,919.171878,-0.001878
167,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Sample Stone Store,Zosite ,3123.9,2904.854769,219.0452306
168,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,9045.8,6902.269658,2143.530342
169,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,19657.88,1864.518051,17793.36195
170,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,215472.96,204699.6,10773.36
171,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging,Zosite ,12066.9,12066.89843,0.001572
172,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging Changing,Zosite ,1690.1,1690.097712,0.002288
173,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging,Zosite ,653.69,653.691105,-0.001105
174,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,2100.62,2100.617712,0.002288
175,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,LC-UK-GERMANY Model Stone Store,Zosite ,184.98,184.984734,-0.004734
176,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,23263.84,17272.16407,5991.675933
177,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,IDC Model Stone Store,Zosite ,26.88,26.8763,0.0037
178,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,3452.39,3452.389908,9.20E-05
179,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,11090.1,11090.096,0.004
180,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,26.26,26.259982,1.80E-05
181,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,87.39,87.389995,5.00E-06
182,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,660.71,660.705282,0.004718
183,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Sample Stone Store,Zosite ,185.17,185.172246,-0.002246
184,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Sample Stone Store,Zosite ,84.59,58.58375359,26.00624641
185,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,13783.18,9524.366401,4258.813599
186,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,255.45,144.0320707,111.4179293
187,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,264.76,264.759794,0.000206
188,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,5.58,5.579636,0.000364
189,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging Changing,Zosite ,14095.34,14095.34118,-0.001183
190,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,1034.97,873.3900414,161.5799586
191,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,4983.4,4983.399968,3.20E-05
192,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,146.02,146.019986,1.40E-05
193,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,48.2,48.200022,-2.20E-05
194,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Sample Stone Store,Zosite ,81.49,81.490131,-0.000131
195,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,43279.1,43279.09993,7.10E-05
196,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Bagging Changing,Zosite ,2120.58,2120.583096,-0.003096
197,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,448.77,425.0483444,23.72165563
198,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,IDC Model Stone Store,Zosite ,6454.25,6454.2478,0.0022
199,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,4868.64,4868.636,0.004
200,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,60.05,60.04998,2.00E-05
201,Jul-19,Jaipur,Sez Total,"SEZ(E1-E2,SEZ-II)",(C)Semi-Finished,Gemstone (WIP),Gemstone,Gemstone Store,Zosite ,562.9,562.9,0
